question,answer_llm,answer_orig,document
Where can I find the module materials if there aren't separate live sessions each week?,The module materials are available in the **course repo** as **pre-recorded materials**. You can find them in the relevant module folder on GitHub.,"There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count my Bluesky posts toward the learning in public credits for this course?,Yes. Bluesky posts can be used for learning in public credits for this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does posting on Bluesky qualify for the learning in public requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted as learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my course progress on Bluesky, will that be eligible for credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Can I use Bluesky activity to get learning in public credit for llm-zoomcamp?,Yes. Bluesky posts can be used for learning in public credit for llm-zoomcamp.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"Is there a Telegram group for LLM Zoomcamp, and what link should I join?","Yes — there is a Telegram channel for LLM Zoomcamp. Join here: https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do course announcements get posted for LLM Zoomcamp?,Course announcements are posted in the **LLM Zoomcamp Telegram channel**: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I ask technical questions in the Telegram channel or somewhere else?,Use the course Slack channel for technical discussion and questions. The Telegram channel is for announcements.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
What’s the Slack channel for LLM Zoomcamp used for?,Use the course Slack channel for technical discussion and questions.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"I found the Telegram channel link, but is it mainly for updates or actual course support?","Use it mainly for announcements/updates. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why is my FAQ record count different from the one shown in the videos?,"The FAQ dataset is live and changes over time: new questions get added and old ones are deleted. The videos were recorded in May 2026, so the record count you see now can be different from the one shown in the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
